name,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,manganese,molybdenum,nickel,cobalt,sodium,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
curly kale,70000.00,40400.00,81600.00,36050.00,20400.00,10000.00,500.00,816.00,505.00,3120.00,2040.00,2040.00,80.00,540.35,69.74,587.52,7.27,500.00,6.00,6.50,1.30,1.80,20.00,70.00,300.00,harvesting,leafy_greens
curly kale,291200.00,163200.00,285600.00,170000.00,72100.00,35700.00,2100.00,4120.00,2100.00,20400.00,10400.00,10500.00,416.00,329.87,172.79,1154.06,8.97,750.00,6.00,6.50,2.30,2.80,24.00,60.00,400.00,flowering,leafy_greens
curly parsley,208000.00,122400.00,222200.00,113300.00,51000.00,25000.00,1500.00,3150.00,1545.00,15450.00,8320.00,8160.00,315.00,640.88,208.92,251.80,8.72,600.00,6.00,6.50,1.70,2.20,22.00,65.00,350.00,vegetative,herbs
curly parsley,70000.00,40000.00,82400.00,36400.00,20800.00,10000.00,500.00,816.00,520.00,3000.00,2020.00,2020.00,84.00,433.54,45.24,681.95,3.51,500.00,6.00,6.50,1.70,2.20,20.00,70.00,300.00,seedling,herbs
curly parsley,71400.00,41200.00,80800.00,36750.00,20000.00,10400.00,510.00,832.00,515.00,3000.00,2080.00,2000.00,83.20,999.03,113.10,535.06,7.42,500.00,6.00,6.50,2.20,2.70,20.00,70.00,300.00,harvesting,herbs
curly parsley,294000.00,168000.00,288400.00,178500.00,72800.00,35700.00,2080.00,4080.00,2020.00,20200.00,10400.00,10500.00,412.00,483.81,94.25,514.08,5.69,750.00,6.00,6.50,2.20,2.70,24.00,60.00,400.00,flowering,herbs
daikon radishes,321300.00,154500.00,361580.00,181560.00,93450.00,49350.00,2472.00,3675.00,2448.00,20000.00,10300.00,12480.00,453.20,552.92,131.95,685.44,6.06,1210.00,5.20,6.60,1.75,2.25,29.00,57.00,345.00,vegetative,root_vegetable
daikon radishes,99840.00,53560.00,121200.00,64480.00,32240.00,17510.00,816.00,1122.00,728.00,7280.00,4000.00,5000.00,140.00,414.69,47.12,430.15,4.09,605.00,5.30,6.50,1.25,1.75,24.00,59.00,315.00,seedling,root_vegetable
daikon radishes,106080.00,54590.00,126690.00,68250.00,33660.00,19570.00,1010.00,1365.00,824.00,9360.00,6000.00,7000.00,170.00,414.69,149.54,199.34,7.33,615.00,5.20,6.60,1.25,1.75,27.00,62.00,335.00,harvesting,root_vegetable
daikon radishes,511060.00,251680.00,609030.00,310960.00,158570.00,80850.00,4368.00,6200.00,4305.00,36400.00,18360.00,21420.00,640.50,326.73,84.82,314.74,3.33,1780.00,5.10,6.70,2.25,2.75,32.00,54.00,400.00,flowering,root_vegetable
daylilies,73500.00,51000.00,60000.00,52000.00,40400.00,42000.00,1030.00,1224.00,1040.00,10300.00,8000.00,8000.00,150.00,226.19,137.44,821.83,6.59,560.00,6.00,6.50,1.70,2.20,25.00,61.00,280.00,vegetative,edible_flowers
daylilies,35350.00,25250.00,30000.00,25000.00,21000.00,20000.00,500.00,606.00,515.00,5200.00,4120.00,4080.00,92.70,735.13,117.81,356.71,8.42,460.00,6.00,6.50,1.70,2.20,23.00,66.00,230.00,seedling,edible_flowers
daylilies,36750.00,25000.00,31500.00,26000.00,20800.00,20000.00,525.00,600.00,520.00,5000.00,4160.00,4120.00,92.70,738.27,207.35,699.43,5.63,460.00,6.00,6.50,2.20,2.70,23.00,66.00,230.00,harvesting,edible_flowers
daylilies,106050.00,78750.00,92700.00,78000.00,60000.00,60600.00,1575.00,1800.00,1515.00,15600.00,12240.00,12480.00,257.50,540.35,204.20,538.56,7.73,660.00,6.00,6.50,2.20,2.70,27.00,56.00,330.00,flowering,edible_flowers
dianthus (pinks),61800.00,40800.00,51000.00,40000.00,31500.00,30000.00,707.00,832.00,714.00,6060.00,4000.00,4080.00,133.90,791.68,184.31,262.29,7.36,540.00,6.00,6.50,1.70,2.20,24.00,62.00,270.00,vegetative,edible_flowers
dianthus (pinks),30000.00,20400.00,26000.00,21000.00,15450.00,15150.00,404.00,520.00,416.00,4120.00,3000.00,3120.00,83.20,596.90,137.44,433.65,3.90,440.00,6.00,6.50,1.70,2.20,22.00,67.00,220.00,seedling,edible_flowers
dianthus (pinks),31500.00,20400.00,25750.00,20200.00,15600.00,15600.00,420.00,510.00,420.00,4120.00,3120.00,3120.00,80.80,311.02,560.77,349.72,4.03,440.00,6.00,6.50,2.20,2.70,22.00,67.00,220.00,harvesting,edible_flowers
dianthus (pinks),94500.00,60000.00,76500.00,60600.00,45450.00,45450.00,1010.00,1236.00,1020.00,9270.00,6240.00,6300.00,204.00,238.76,400.55,545.56,5.81,640.00,6.00,6.50,2.20,2.70,26.00,57.00,320.00,flowering,edible_flowers
dill,210000.00,120000.00,231000.00,110000.00,51500.00,25750.00,1560.00,3150.00,1560.00,15600.00,8160.00,8160.00,312.00,857.65,136.14,681.95,5.14,600.00,6.00,6.50,1.80,2.30,22.00,65.00,350.00,vegetative,herbs
dill,70700.00,40800.00,81600.00,36050.00,20600.00,10200.00,510.00,832.00,500.00,3090.00,2060.00,2080.00,80.80,179.07,127.23,188.85,5.61,500.00,6.00,6.50,1.30,1.80,20.00,70.00,300.00,seedling,herbs
dill,70000.00,41600.00,80800.00,36750.00,21000.00,10200.00,510.00,800.00,500.00,3090.00,2000.00,2000.00,83.20,471.24,212.58,832.32,3.94,500.00,6.00,6.50,1.30,1.80,20.00,70.00,300.00,harvesting,herbs
dill,288400.00,166400.00,285600.00,173400.00,72800.00,36750.00,2060.00,4040.00,2020.00,20000.00,10500.00,10500.00,400.00,238.76,160.22,293.76,5.47,750.00,6.00,6.50,2.30,2.80,24.00,60.00,400.00,flowering,herbs
echinacea,113300.00,55550.00,93600.00,76500.00,65280.00,46200.00,927.00,1122.00,936.00,11550.00,9450.00,7350.00,151.50,505.80,61.26,545.56,6.57,555.00,6.00,6.50,1.10,1.60,23.00,61.00,262.50,vegetative,multipurpose
echinacea,56650.00,29400.00,46800.00,39900.00,32000.00,22660.00,454.50,572.00,454.50,5720.00,4635.00,3535.00,80.00,251.33,135.09,909.26,8.05,455.00,6.00,6.50,1.60,2.10,21.50,66.50,212.50,seedling,multipurpose
echinacea,56100.00,28000.00,46350.00,39520.00,32320.00,22880.00,459.00,577.50,468.00,5500.00,4725.00,3570.00,84.00,666.02,37.70,1028.16,3.38,455.00,6.00,6.50,2.10,2.60,21.50,66.50,212.50,harvesting,multipurpose
echinacea,168300.00,85800.00,139050.00,112500.00,96000.00,69300.00,1350.00,1716.00,1417.50,16995.00,13500.00,11025.00,224.40,1143.54,204.20,356.71,6.12,655.00,6.00,6.50,1.10,1.60,24.50,56.50,312.50,flowering,multipurpose
endive,206000.00,126000.00,224400.00,112200.00,50500.00,26000.00,1500.00,3060.00,1515.00,15000.00,8160.00,8240.00,315.00,263.89,81.68,349.72,7.18,600.00,6.00,6.50,1.40,1.90,22.00,65.00,350.00,vegetative,leafy_greens
endive,72800.00,40400.00,84000.00,35700.00,20200.00,10400.00,505.00,808.00,515.00,3090.00,2080.00,2100.00,80.80,508.94,100.53,944.23,9.07,500.00,6.00,6.50,1.60,2.10,20.00,70.00,300.00,seedling,leafy_greens
endive,72800.00,41200.00,80000.00,35000.00,20600.00,10000.00,500.00,840.00,515.00,3120.00,2040.00,2000.00,80.80,980.18,301.59,734.40,5.64,500.00,6.00,6.50,2.10,2.60,20.00,70.00,300.00,harvesting,leafy_greens
endive,294000.00,161600.00,291200.00,171700.00,73500.00,36050.00,2100.00,4160.00,2060.00,20400.00,10100.00,10200.00,408.00,439.82,116.24,167.86,5.47,750.00,6.00,6.50,1.40,1.90,24.00,60.00,400.00,flowering,leafy_greens
english seedless cucumber,339900.00,185400.00,399000.00,210000.00,112200.00,61200.00,3030.00,4160.00,3090.00,30600.00,20400.00,22880.00,600.00,622.04,75.40,821.83,4.25,1220.00,5.00,6.50,1.70,2.20,32.00,60.00,380.00,vegetative,curcurbits
english seedless cucumber,122400.00,61800.00,147000.00,70000.00,35000.00,20400.00,1010.00,1515.00,1010.00,8320.00,5200.00,6240.00,202.00,1099.56,226.19,349.72,7.46,630.00,5.50,6.00,1.90,2.40,25.00,65.00,320.00,seedling,curcurbits
english seedless cucumber,136500.00,73500.00,154500.00,84000.00,40000.00,25000.00,1515.00,2060.00,1560.00,12000.00,7140.00,8080.00,257.50,424.12,135.09,433.65,5.09,670.00,5.30,6.20,2.40,2.90,28.00,70.00,350.00,harvesting,curcurbits
english seedless cucumber,540800.00,300000.00,597400.00,326400.00,170000.00,90900.00,5250.00,6060.00,5000.00,50500.00,30900.00,36050.00,1000.00,753.98,174.36,524.57,6.06,1870.00,4.50,6.80,2.20,2.70,35.00,55.00,450.00,flowering,curcurbits
enoki mushrooms (enokitake),60000.00,41600.00,52500.00,40000.00,31200.00,30600.00,700.00,816.00,721.00,6240.00,4160.00,4000.00,133.90,832.52,105.56,671.45,3.16,540.00,6.00,6.50,1.90,2.40,24.00,62.00,270.00,vegetative,mushrooms
enoki mushrooms (enokitake),30900.00,20200.00,25250.00,20600.00,15000.00,15600.00,412.00,505.00,400.00,4200.00,3060.00,3090.00,81.60,298.45,193.21,1126.08,8.34,440.00,6.00,6.50,1.40,1.90,22.00,67.00,220.00,seedling,mushrooms
enoki mushrooms (enokitake),30300.00,20800.00,25250.00,21000.00,15600.00,15600.00,400.00,515.00,400.00,4000.00,3090.00,3060.00,84.00,753.98,136.66,262.29,8.21,440.00,6.00,6.50,1.40,1.90,22.00,67.00,220.00,harvesting,mushrooms
enoki mushrooms (enokitake),90000.00,60600.00,78000.00,61200.00,47250.00,47250.00,1000.00,1260.00,1010.00,9270.00,6180.00,6000.00,210.00,480.66,508.94,1003.68,3.74,640.00,6.00,6.50,2.40,2.90,26.00,57.00,320.00,flowering,mushrooms
fennel,62400.00,42000.00,52500.00,40000.00,30900.00,30600.00,700.00,808.00,714.00,6060.00,4120.00,4120.00,131.30,681.73,280.39,251.80,6.32,540.00,6.00,6.50,1.40,1.90,24.00,62.00,270.00,vegetative,spices
fennel,30000.00,20800.00,26000.00,20200.00,15150.00,15300.00,404.00,505.00,416.00,4200.00,3120.00,3060.00,84.00,628.32,70.69,398.68,5.89,440.00,6.00,6.50,1.80,2.30,22.00,67.00,220.00,seedling,spices
fennel,30900.00,20000.00,25250.00,20400.00,15150.00,15150.00,412.00,520.00,408.00,4200.00,3150.00,3000.00,84.00,534.07,246.09,734.40,6.35,440.00,6.00,6.50,2.30,2.80,22.00,67.00,220.00,harvesting,spices
fennel,90900.00,63000.00,78750.00,60600.00,46800.00,45900.00,1020.00,1248.00,1050.00,9450.00,6240.00,6120.00,200.00,301.59,113.10,797.35,6.75,640.00,6.00,6.50,1.40,1.90,26.00,57.00,320.00,flowering,spices
fenugreek,200000.00,126000.00,231000.00,111100.00,50500.00,25250.00,1575.00,3030.00,1530.00,15450.00,8160.00,8000.00,300.00,490.09,148.44,1112.10,7.36,600.00,6.00,6.50,1.30,1.80,22.00,65.00,350.00,vegetative,herbs
fenugreek,73500.00,50000.00,60600.00,52000.00,40000.00,41600.00,1030.00,1248.00,1020.00,10000.00,8240.00,8160.00,156.00,675.44,122.52,832.32,4.88,560.00,6.00,6.50,1.30,1.80,25.00,61.00,280.00,vegetative,spices
fenugreek,70700.00,40800.00,80800.00,36750.00,20400.00,10200.00,505.00,832.00,520.00,3030.00,2060.00,2060.00,80.80,725.71,307.88,503.59,4.09,500.00,6.00,6.50,1.90,2.40,20.00,70.00,300.00,seedling,herbs
fenugreek,35350.00,26000.00,30300.00,25500.00,21000.00,21000.00,500.00,618.00,525.00,5200.00,4160.00,4080.00,90.90,540.35,219.91,349.72,4.60,460.00,6.00,6.50,1.80,2.30,23.00,66.00,230.00,seedling,spices
fenugreek,70000.00,40000.00,84000.00,35700.00,20800.00,10500.00,510.00,840.00,500.00,3090.00,2020.00,2020.00,80.80,1036.73,216.77,671.45,6.66,500.00,6.00,6.50,2.40,2.90,20.00,70.00,300.00,harvesting,herbs
fenugreek,36050.00,26000.00,30000.00,26250.00,21000.00,20200.00,520.00,612.00,515.00,5050.00,4160.00,4200.00,92.70,518.36,180.64,167.86,5.25,460.00,6.00,6.50,2.30,2.80,23.00,66.00,230.00,harvesting,spices
fenugreek,285600.00,161600.00,291200.00,173400.00,70000.00,36750.00,2060.00,4200.00,2040.00,20200.00,10400.00,10300.00,416.00,1187.52,450.82,241.30,4.46,750.00,6.00,6.50,1.30,1.80,24.00,60.00,400.00,flowering,herbs
fenugreek,107100.00,78750.00,90000.00,77250.00,60000.00,62400.00,1530.00,1818.00,1560.00,15600.00,12360.00,12360.00,255.00,552.92,116.24,377.69,6.58,660.00,6.00,6.50,1.30,1.80,27.00,56.00,330.00,flowering,spices
fenugreek leaves,187200.00,83200.00,200000.00,100000.00,40000.00,20400.00,1339.00,2575.00,1326.00,14700.00,7350.00,7280.00,250.00,150.80,164.93,1028.16,4.53,580.00,6.00,6.50,1.70,2.20,21.00,65.00,330.00,vegetative,leafy_greens
fenugreek leaves,62400.00,30300.00,72100.00,26250.00,15000.00,8240.00,412.00,606.00,404.00,2575.00,1515.00,1560.00,81.60,417.83,147.65,1199.52,7.99,480.00,6.00,6.50,1.80,2.30,20.00,70.00,280.00,seedling,leafy_greens
fenugreek leaves,63000.00,30000.00,72800.00,25000.00,15450.00,8400.00,412.00,624.00,412.00,2600.00,1575.00,1545.00,84.00,345.58,373.85,1272.96,8.23,480.00,6.00,6.50,2.30,2.80,20.00,70.00,280.00,harvesting,leafy_greens
fenugreek leaves,257500.00,114400.00,260000.00,151500.00,63000.00,30000.00,1854.00,3500.00,1854.00,18720.00,9000.00,9000.00,360.50,628.32,47.12,776.37,5.98,720.00,6.00,6.50,2.20,2.70,23.00,60.00,380.00,flowering,leafy_greens
feverfew,92700.00,41200.00,72800.00,51000.00,42000.00,30000.00,630.00,824.00,612.00,8080.00,6120.00,4040.00,126.00,188.50,141.37,251.80,5.22,540.00,6.00,6.50,1.70,2.20,22.00,59.00,255.00,vegetative,multipurpose
feverfew,46800.00,20800.00,35700.00,25250.00,20200.00,15450.00,303.00,400.00,303.00,4160.00,3000.00,2020.00,60.00,452.39,254.47,493.10,8.80,440.00,6.00,6.50,1.20,1.70,20.00,64.00,205.00,seedling,multipurpose
feverfew,47250.00,20000.00,36750.00,25500.00,20800.00,15300.00,306.00,400.00,309.00,4200.00,3000.00,2100.00,62.40,640.88,235.62,755.39,6.73,440.00,6.00,6.50,1.20,1.70,20.00,64.00,205.00,harvesting,multipurpose
feverfew,139050.00,60000.00,108150.00,78000.00,61800.00,46800.00,918.00,1248.00,900.00,12600.00,9360.00,6060.00,183.60,351.86,73.51,587.52,7.23,640.00,6.00,6.50,2.20,2.70,24.00,54.00,305.00,flowering,multipurpose
flatleaf parsley,231000.00,130000.00,247200.00,136500.00,60600.00,31200.00,1854.00,3535.00,1854.00,17510.00,9360.00,9000.00,408.00,753.98,175.93,1112.10,4.84,640.00,6.00,6.50,1.80,2.30,22.00,65.00,390.00,vegetative,herbs
flatleaf parsley,80000.00,47250.00,94500.00,42000.00,25500.00,15750.00,630.00,1050.00,624.00,4120.00,2500.00,2575.00,120.00,640.88,96.60,461.62,5.06,540.00,6.00,6.50,1.30,1.80,20.00,70.00,340.00,seedling,herbs
flatleaf parsley,81600.00,46350.00,93600.00,40000.00,26250.00,15150.00,600.00,1000.00,606.00,4120.00,2525.00,2500.00,124.80,885.93,153.15,461.62,7.33,540.00,6.00,6.50,1.30,1.80,20.00,70.00,340.00,harvesting,herbs
flatleaf parsley,332800.00,185400.00,326400.00,199500.00,82400.00,45900.00,2575.00,5150.00,2625.00,22660.00,12600.00,12240.00,515.00,549.78,234.57,503.59,3.70,820.00,6.00,6.50,2.30,2.80,24.00,60.00,440.00,flowering,herbs
french beans,303000.00,150000.00,369200.00,176750.00,86700.00,44440.00,2184.00,3296.00,2142.00,17850.00,7210.00,9450.00,401.70,716.28,108.91,839.32,5.76,1190.00,5.70,7.10,1.00,1.50,27.00,55.00,330.00,vegetative,fruitables
french beans,94500.00,48000.00,120750.00,60900.00,29000.00,15450.00,618.00,945.00,525.00,6240.00,2020.00,3120.00,121.20,320.44,193.21,223.82,7.62,600.00,5.80,7.00,1.70,2.20,22.00,58.00,300.00,seedling,fruitables
french beans,98800.00,52500.00,121200.00,63240.00,30300.00,16640.00,707.00,1000.00,612.00,5000.00,3000.00,4040.00,131.30,505.80,207.35,839.32,4.87,605.00,5.70,7.10,2.20,2.70,23.00,59.00,310.00,harvesting,fruitables
french beans,515000.00,240000.00,600000.00,298700.00,156000.00,71400.00,3952.00,5871.00,3744.00,32240.00,14000.00,17680.00,571.20,703.72,184.73,692.44,4.46,1755.00,5.60,7.20,1.00,1.50,29.00,52.00,375.00,flowering,fruitables
french breakfast radishes,311100.00,157500.00,374850.00,185850.00,88000.00,47000.00,2369.00,3675.00,2300.00,19760.00,9000.00,11550.00,451.50,518.36,207.35,573.53,4.03,1205.00,5.20,6.60,1.20,1.70,28.00,56.00,340.00,vegetative,root_vegetable
french breakfast radishes,99750.00,51000.00,119000.00,62830.00,31200.00,16320.00,707.00,1040.00,600.00,6060.00,4200.00,5000.00,132.60,885.93,109.96,685.44,6.53,600.00,5.30,6.50,2.00,2.50,23.00,58.00,310.00,seedling,root_vegetable
french breakfast radishes,101000.00,52520.00,126880.00,64000.00,32640.00,18180.00,945.00,1212.00,735.00,8160.00,5100.00,6240.00,161.60,201.06,96.34,535.06,4.74,610.00,5.20,6.60,1.50,2.00,26.00,61.00,330.00,harvesting,root_vegetable
french breakfast radishes,530250.00,243410.00,602000.00,300980.00,159120.00,78280.00,4100.00,6161.00,4000.00,35700.00,17000.00,20000.00,612.00,578.05,131.95,902.27,4.06,1775.00,5.10,6.70,1.20,1.70,31.00,53.00,395.00,flowering,root_vegetable
french sorrel,202000.00,120000.00,231000.00,110000.00,52000.00,25750.00,1545.00,3060.00,1515.00,15450.00,8080.00,8320.00,300.00,427.26,226.19,1007.18,6.79,600.00,6.00,6.50,1.10,1.60,22.00,65.00,350.00,vegetative,herbs
french sorrel,70700.00,41200.00,80000.00,35000.00,21000.00,10400.00,520.00,832.00,520.00,3000.00,2060.00,2060.00,80.80,376.99,142.42,1112.10,4.80,500.00,6.00,6.50,1.70,2.20,20.00,70.00,300.00,seedling,herbs
french sorrel,72800.00,40800.00,83200.00,36050.00,21000.00,10400.00,515.00,824.00,515.00,3060.00,2060.00,2100.00,82.40,345.58,109.96,587.52,6.32,500.00,6.00,6.50,2.20,2.70,20.00,70.00,300.00,harvesting,herbs
french sorrel,294000.00,161600.00,285600.00,175100.00,70700.00,35700.00,2080.00,4080.00,2060.00,20200.00,10300.00,10300.00,420.00,486.95,160.22,1091.11,6.13,750.00,6.00,6.50,1.10,1.60,24.00,60.00,400.00,flowering,herbs
french thyme,231000.00,133900.00,240000.00,135200.00,60600.00,30900.00,1836.00,3500.00,1854.00,17170.00,9360.00,9180.00,412.00,197.92,153.94,283.27,7.34,640.00,6.00,6.50,1.40,1.90,22.00,65.00,390.00,vegetative,herbs
french thyme,83200.00,45000.00,92700.00,41600.00,25000.00,15000.00,612.00,1020.00,612.00,4120.00,2575.00,2575.00,126.00,320.44,318.87,758.88,8.21,540.00,6.00,6.50,1.60,2.10,20.00,70.00,340.00,seedling,herbs
french thyme,82400.00,47250.00,94500.00,41600.00,25750.00,15300.00,606.00,1010.00,618.00,4040.00,2500.00,2600.00,122.40,395.84,138.23,230.81,4.08,540.00,6.00,6.50,2.10,2.60,20.00,70.00,340.00,harvesting,herbs
french thyme,326400.00,181800.00,320000.00,191900.00,82400.00,45000.00,2575.00,5050.00,2550.00,22000.00,12240.00,12600.00,515.00,747.70,282.74,542.06,7.02,820.00,6.00,6.50,1.40,1.90,24.00,60.00,440.00,flowering,herbs
frisee mustard greens,214200.00,115500.00,236900.00,124800.00,56100.00,28560.00,1734.00,3328.00,1700.00,16320.00,8585.00,8500.00,360.50,276.46,270.18,881.28,7.84,620.00,6.00,6.50,1.30,1.80,22.00,65.00,370.00,vegetative,leafy_greens
frisee mustard greens,75750.00,40400.00,89250.00,36750.00,22220.00,12600.00,525.00,927.00,510.00,3090.00,1872.00,1854.00,80.00,772.83,117.81,881.28,3.17,520.00,6.00,6.50,1.90,2.40,20.00,70.00,320.00,seedling,leafy_greens
frisee mustard greens,77250.00,40000.00,89250.00,35700.00,22660.00,12000.00,515.00,900.00,500.00,3000.00,1800.00,1854.00,84.00,251.33,94.25,503.59,3.57,520.00,6.00,6.50,2.40,2.90,20.00,70.00,320.00,harvesting,leafy_greens
frisee mustard greens,303000.00,156000.00,306000.00,178500.00,75000.00,40000.00,2288.00,4590.00,2310.00,21840.00,11000.00,11000.00,472.50,848.23,160.22,157.37,3.40,770.00,6.00,6.50,1.30,1.80,24.00,60.00,420.00,flowering,leafy_greens
gai lan (chinese broccoli),220000.00,132600.00,242400.00,133900.00,62400.00,30000.00,1818.00,3640.00,1836.00,17170.00,9270.00,9270.00,400.00,455.53,92.15,314.74,3.94,640.00,6.00,6.50,1.20,1.70,22.00,65.00,390.00,vegetative,leafy_greens
gai lan (chinese broccoli),82400.00,45450.00,90900.00,40400.00,26250.00,15750.00,606.00,1050.00,618.00,4080.00,2500.00,2500.00,126.00,367.57,376.99,629.49,5.78,540.00,6.00,6.50,1.80,2.30,20.00,70.00,340.00,seedling,leafy_greens
gai lan (chinese broccoli),80800.00,46800.00,90900.00,40000.00,25250.00,15300.00,624.00,1000.00,600.00,4200.00,2575.00,2575.00,123.60,527.79,282.74,1175.04,5.59,540.00,6.00,6.50,2.30,2.80,20.00,70.00,340.00,harvesting,leafy_greens
gai lan (chinese broccoli),329600.00,185400.00,329600.00,195700.00,80800.00,46800.00,2600.00,5050.00,2625.00,23100.00,12120.00,12480.00,520.00,160.22,161.01,860.30,8.20,820.00,6.00,6.50,1.20,1.70,24.00,60.00,440.00,flowering,leafy_greens
galia melon,305020.00,150960.00,358000.00,184080.00,86000.00,46800.00,2163.00,3366.00,2205.00,18540.00,7140.00,9450.00,400.00,659.73,72.26,157.37,3.20,1195.00,5.60,7.00,1.75,2.25,27.00,56.00,330.00,vegetative,fruitables
galia melon,397800.00,247200.00,448800.00,273000.00,160000.00,88400.00,6240.00,7000.00,6120.00,62400.00,46800.00,47940.00,1100.00,549.78,193.73,279.77,6.83,1280.00,4.40,6.50,2.25,2.75,42.00,80.00,450.00,vegetative,fruitables
galia melon,94860.00,47000.00,119340.00,56560.00,29400.00,16320.00,500.00,945.00,505.00,5100.00,2100.00,3030.00,114.40,546.64,109.96,524.57,7.76,595.00,5.70,6.90,1.70,2.20,21.00,57.00,305.00,seedling,fruitables
galia melon,199500.00,123600.00,218400.00,135200.00,65000.00,52500.00,4000.00,4590.00,4160.00,35000.00,30300.00,33280.00,515.00,1033.58,226.19,440.64,5.94,720.00,4.60,6.30,1.25,1.75,38.00,95.00,430.00,seedling,fruitables
galia melon,98940.00,50000.00,124800.00,61000.00,32240.00,17510.00,816.00,1100.00,700.00,6060.00,3030.00,4040.00,151.50,527.79,222.01,472.12,3.73,615.00,5.60,7.00,2.20,2.70,23.00,58.00,310.00,harvesting,fruitables
galia melon,195700.00,135200.00,218400.00,145600.00,70000.00,55000.00,4725.00,5100.00,4725.00,41600.00,36750.00,38110.00,618.00,816.81,80.11,251.80,8.81,730.00,4.70,6.20,1.25,1.75,40.00,100.00,450.00,harvesting,fruitables
galia melon,525000.00,240000.00,629200.00,309920.00,162750.00,75190.00,3952.00,5700.00,3848.00,32550.00,14560.00,17510.00,565.60,499.51,58.90,531.57,5.93,1760.00,5.50,7.10,1.20,1.70,29.00,53.00,375.00,flowering,fruitables
galia melon,609000.00,370800.00,669500.00,395200.00,236900.00,124800.00,8080.00,9270.00,8000.00,83200.00,61200.00,66950.00,1632.00,857.65,104.46,440.64,4.60,1930.00,4.10,6.70,1.20,1.70,46.00,75.00,530.00,flowering,fruitables
ginger,73500.00,50500.00,60000.00,51500.00,42000.00,40400.00,1020.00,1260.00,1010.00,10300.00,8320.00,8240.00,154.50,213.63,83.78,542.06,7.27,560.00,6.00,6.50,1.70,2.20,25.00,61.00,280.00,vegetative,spices
ginger,36050.00,25750.00,31500.00,26000.00,20800.00,20600.00,520.00,618.00,525.00,5050.00,4080.00,4160.00,90.90,769.69,193.21,391.68,7.87,460.00,6.00,6.50,1.70,2.20,23.00,66.00,230.00,seedling,spices
ginger,36050.00,26250.00,30900.00,25750.00,21000.00,20400.00,510.00,600.00,505.00,5150.00,4040.00,4160.00,90.90,659.73,339.29,409.17,4.41,460.00,6.00,6.50,2.20,2.70,23.00,66.00,230.00,harvesting,spices
ginger,105000.00,78000.00,90900.00,75750.00,62400.00,60600.00,1575.00,1872.00,1545.00,15600.00,12360.00,12120.00,250.00,301.59,92.36,699.43,6.24,660.00,6.00,6.50,2.20,2.70,27.00,56.00,330.00,flowering,spices
ginseng,144200.00,72100.00,126000.00,104000.00,80800.00,51000.00,1040.00,1224.00,1020.00,14000.00,10200.00,6120.00,183.60,681.73,153.94,856.80,3.36,560.00,6.00,6.50,1.70,2.20,25.00,60.00,280.00,vegetative,multipurpose
ginseng,72800.00,35700.00,62400.00,51500.00,40800.00,26250.00,515.00,612.00,515.00,7140.00,5000.00,3000.00,90.90,364.42,47.12,314.74,4.66,460.00,6.00,6.50,1.70,2.20,23.00,65.00,230.00,seedling,multipurpose
ginseng,70700.00,36750.00,60600.00,51000.00,40400.00,26250.00,505.00,606.00,525.00,7140.00,5150.00,3030.00,92.70,351.86,118.75,419.66,8.40,460.00,6.00,6.50,2.20,2.70,23.00,65.00,230.00,harvesting,multipurpose
ginseng,220500.00,109200.00,187200.00,156000.00,126000.00,77250.00,1545.00,1872.00,1575.00,21210.00,15300.00,9180.00,280.80,326.73,175.93,1199.52,3.92,660.00,6.00,6.50,2.20,2.70,27.00,55.00,330.00,flowering,multipurpose
golden beets,310800.00,145860.00,348000.00,178500.00,82620.00,41820.00,1890.00,3045.00,1818.00,14140.00,6180.00,8160.00,381.10,549.78,188.50,856.80,7.68,1175.00,5.20,6.60,1.30,1.80,24.00,52.00,320.00,vegetative,root_vegetable
golden beets,86000.00,43000.00,113300.00,55620.00,27540.00,13520.00,420.00,700.00,404.00,4000.00,2040.00,3150.00,94.50,703.72,314.16,608.50,8.09,585.00,5.30,6.50,1.80,2.30,19.00,55.00,290.00,seedling,root_vegetable
golden beets,95680.00,49350.00,118560.00,58000.00,28280.00,14000.00,515.00,800.00,515.00,5100.00,3120.00,4080.00,112.20,395.84,163.36,909.26,8.70,595.00,5.20,6.60,2.30,2.80,21.00,56.00,300.00,harvesting,root_vegetable
golden beets,505920.00,237660.00,622650.00,292900.00,149480.00,71070.00,3672.00,5616.00,3468.00,29290.00,13650.00,16000.00,550.80,612.61,160.22,699.43,7.86,1740.00,5.10,6.70,1.30,1.80,27.00,49.00,365.00,flowering,root_vegetable
grapes,121200.00,61200.00,104000.00,82400.00,60000.00,42000.00,800.00,1040.00,832.00,12120.00,8240.00,6240.00,157.50,395.84,58.43,881.28,6.29,540.00,6.00,6.50,1.40,1.90,24.00,62.00,270.00,vegetative,fruit_vines
grapes,60000.00,31200.00,50000.00,41200.00,30000.00,20800.00,420.00,515.00,400.00,6300.00,4080.00,3120.00,80.80,769.69,172.79,384.69,5.51,440.00,6.00,6.50,1.80,2.30,22.00,67.00,220.00,seedling,fruit_vines
grapes,63000.00,31500.00,52500.00,42000.00,30600.00,20400.00,412.00,520.00,400.00,6060.00,4200.00,3060.00,80.00,867.08,518.36,821.83,5.30,440.00,6.00,6.50,2.30,2.80,22.00,67.00,220.00,harvesting,fruit_vines
