name,nirtogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,maganese,molybdenum ,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
fenugreek,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.3,2.8,23.00,66.00,230.00,harvesting,spices
fenugreek,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.3,1.8,25.00,61.00,280.00,vegetative,spices
fenugreek,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,1.3,1.8,27.00,56.00,330.00,flowering,spices
fenugreek leaves,60.00,30.00,70.00,25.00,15.00,8.00,0.40,0.60,0.40,2.50,1.50,1.50,0.08,6.00,480.00,6.00,6.50,1.8,2.3,20.00,70.00,280.00,seedling,leafy_greens
fenugreek leaves,60.00,30.00,70.00,25.00,15.00,8.00,0.40,0.60,0.40,2.50,1.50,1.50,0.08,6.00,480.00,6.00,6.50,2.3,2.8,20.00,70.00,280.00,harvesting,leafy_greens
fenugreek leaves,180.00,80.00,200.00,100.00,40.00,20.00,1.30,2.50,1.30,14.00,7.00,7.00,0.25,6.00,580.00,6.00,6.50,1.7,2.2,21.00,65.00,330.00,vegetative,leafy_greens
fenugreek leaves,250.00,110.00,250.00,150.00,60.00,30.00,1.80,3.50,1.80,18.00,9.00,9.00,0.35,6.00,720.00,6.00,6.50,2.2,2.7,23.00,60.00,380.00,flowering,leafy_greens
feverfew,45.00,20.00,35.00,25.00,20.00,15.00,0.30,0.40,0.30,4.00,3.00,2.00,0.06,5.00,440.00,6.00,6.50,1.2,1.7,20.00,64.00,205.00,seedling,multipurpose
feverfew,45.00,20.00,35.00,25.00,20.00,15.00,0.30,0.40,0.30,4.00,3.00,2.00,0.06,5.00,440.00,6.00,6.50,1.2,1.7,20.00,64.00,205.00,harvesting,multipurpose
feverfew,90.00,40.00,70.00,50.00,40.00,30.00,0.60,0.80,0.60,8.00,6.00,4.00,0.12,6.00,540.00,6.00,6.50,1.7,2.2,22.00,59.00,255.00,vegetative,multipurpose
feverfew,135.00,60.00,105.00,75.00,60.00,45.00,0.90,1.20,0.90,12.00,9.00,6.00,0.18,7.00,640.00,6.00,6.50,2.2,2.7,24.00,54.00,305.00,flowering,multipurpose
flatleaf parsley,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.3,1.8,20.00,70.00,340.00,seedling,herbs
flatleaf parsley,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.3,1.8,20.00,70.00,340.00,harvesting,herbs
flatleaf parsley,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.8,2.3,22.00,65.00,390.00,vegetative,herbs
flatleaf parsley,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,2.3,2.8,24.00,60.00,440.00,flowering,herbs
french beans,90.00,48.00,115.00,58.00,29.00,15.00,0.60,0.90,0.50,6.00,2.00,3.00,0.12,6.00,600.00,5.80,7.00,1.7,2.2,22.00,58.00,300.00,seedling,fruitables
french beans,95.00,50.00,120.00,62.00,30.00,16.00,0.70,1.00,0.60,5.00,3.00,4.00,0.13,6.00,605.00,5.70,7.10,2.2,2.7,23.00,59.00,310.00,harvesting,fruitables
french beans,300.00,150.00,355.00,175.00,85.00,44.00,2.10,3.20,2.10,17.00,7.00,9.00,0.39,5.00,1190.00,5.70,7.10,1,1.5,27.00,55.00,330.00,vegetative,fruitables
french beans,500.00,240.00,600.00,290.00,150.00,70.00,3.80,5.70,3.60,31.00,14.00,17.00,0.56,6.00,1755.00,5.60,7.20,1,1.5,29.00,52.00,375.00,flowering,fruitables
french breakfast radishes,95.00,51.00,119.00,61.00,30.00,16.00,0.70,1.00,0.60,6.00,4.00,5.00,0.13,6.00,600.00,5.30,6.50,2,2.5,23.00,58.00,310.00,seedling,root_vegetable
french breakfast radishes,101.00,52.00,122.00,64.00,32.00,18.00,0.90,1.20,0.70,8.00,5.00,6.00,0.16,6.00,610.00,5.20,6.60,1.5,2,26.00,61.00,330.00,harvesting,root_vegetable
french breakfast radishes,305.00,150.00,357.00,177.00,88.00,47.00,2.30,3.50,2.30,19.00,9.00,11.00,0.43,5.00,1205.00,5.20,6.60,1.2,1.7,28.00,56.00,340.00,vegetative,root_vegetable
french breakfast radishes,505.00,241.00,602.00,298.00,156.00,76.00,4.10,6.10,4.00,34.00,17.00,20.00,0.60,6.00,1775.00,5.10,6.70,1.2,1.7,31.00,53.00,395.00,flowering,root_vegetable
french sorrel,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.7,2.2,20.00,70.00,300.00,seedling,herbs
french sorrel,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,2.2,2.7,20.00,70.00,300.00,harvesting,herbs
french sorrel,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.1,1.6,22.00,65.00,350.00,vegetative,herbs
french sorrel,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.1,1.6,24.00,60.00,400.00,flowering,herbs
french thyme,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.6,2.1,20.00,70.00,340.00,seedling,herbs
french thyme,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,2.1,2.6,20.00,70.00,340.00,harvesting,herbs
french thyme,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.4,1.9,22.00,65.00,390.00,vegetative,herbs
french thyme,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.4,1.9,24.00,60.00,440.00,flowering,herbs
frisee mustard greens,75.00,40.00,85.00,35.00,22.00,12.00,0.50,0.90,0.50,3.00,1.80,1.80,0.08,6.00,520.00,6.00,6.50,1.9,2.4,20.00,70.00,320.00,seedling,leafy_greens
frisee mustard greens,75.00,40.00,85.00,35.00,22.00,12.00,0.50,0.90,0.50,3.00,1.80,1.80,0.08,6.00,520.00,6.00,6.50,2.4,2.9,20.00,70.00,320.00,harvesting,leafy_greens
frisee mustard greens,210.00,110.00,230.00,120.00,55.00,28.00,1.70,3.20,1.70,16.00,8.50,8.50,0.35,6.00,620.00,6.00,6.50,1.3,1.8,22.00,65.00,370.00,vegetative,leafy_greens
frisee mustard greens,300.00,150.00,300.00,170.00,75.00,40.00,2.20,4.50,2.20,21.00,11.00,11.00,0.45,6.00,770.00,6.00,6.50,1.3,1.8,24.00,60.00,420.00,flowering,leafy_greens
gai lan (chinese broccoli),80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.8,2.3,20.00,70.00,340.00,seedling,leafy_greens
gai lan (chinese broccoli),80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,2.3,2.8,20.00,70.00,340.00,harvesting,leafy_greens
gai lan (chinese broccoli),220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.2,1.7,22.00,65.00,390.00,vegetative,leafy_greens
gai lan (chinese broccoli),320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.2,1.7,24.00,60.00,440.00,flowering,leafy_greens
galia melon,93.00,47.00,117.00,56.00,28.00,16.00,0.50,0.90,0.50,5.00,2.00,3.00,0.11,6.00,595.00,5.70,6.90,1.7,2.2,21.00,57.00,305.00,seedling,fruitables
galia melon,97.00,50.00,120.00,61.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,615.00,5.60,7.00,2.2,2.7,23.00,58.00,310.00,harvesting,fruitables
galia melon,190.00,120.00,210.00,130.00,65.00,50.00,4.00,4.50,4.00,35.00,30.00,32.00,0.50,7.00,720.00,4.60,6.30,1.25,1.75,38.00,95.00,430.00,seedling,fruitables
galia melon,190.00,130.00,210.00,140.00,70.00,55.00,4.50,5.00,4.50,40.00,35.00,37.00,0.60,7.00,730.00,4.70,6.20,1.25,1.75,40.00,100.00,450.00,harvesting,fruitables
galia melon,302.00,148.00,358.00,177.00,86.00,45.00,2.10,3.30,2.10,18.00,7.00,9.00,0.40,5.00,1195.00,5.60,7.00,1.75,2.25,27.00,56.00,330.00,vegetative,fruitables
galia melon,390.00,240.00,440.00,260.00,160.00,85.00,6.00,7.00,6.00,60.00,45.00,47.00,1.10,7.00,1280.00,4.40,6.50,2.25,2.75,42.00,80.00,450.00,vegetative,fruitables
galia melon,500.00,240.00,605.00,298.00,155.00,73.00,3.80,5.70,3.70,31.00,14.00,17.00,0.56,6.00,1760.00,5.50,7.10,1.2,1.7,29.00,53.00,375.00,flowering,fruitables
galia melon,580.00,360.00,650.00,380.00,230.00,120.00,8.00,9.00,8.00,80.00,60.00,65.00,1.60,7.00,1930.00,4.10,6.70,1.2,1.7,46.00,75.00,530.00,flowering,fruitables
ginger,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.7,2.2,23.00,66.00,230.00,seedling,spices
ginger,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.2,2.7,23.00,66.00,230.00,harvesting,spices
ginger,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.7,2.2,25.00,61.00,280.00,vegetative,spices
ginger,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,2.2,2.7,27.00,56.00,330.00,flowering,spices
ginseng,70.00,35.00,60.00,50.00,40.00,25.00,0.50,0.60,0.50,7.00,5.00,3.00,0.09,5.00,460.00,6.00,6.50,1.7,2.2,23.00,65.00,230.00,seedling,multipurpose
ginseng,70.00,35.00,60.00,50.00,40.00,25.00,0.50,0.60,0.50,7.00,5.00,3.00,0.09,5.00,460.00,6.00,6.50,2.2,2.7,23.00,65.00,230.00,harvesting,multipurpose
ginseng,140.00,70.00,120.00,100.00,80.00,50.00,1.00,1.20,1.00,14.00,10.00,6.00,0.18,6.00,560.00,6.00,6.50,1.7,2.2,25.00,60.00,280.00,vegetative,multipurpose
ginseng,210.00,105.00,180.00,150.00,120.00,75.00,1.50,1.80,1.50,21.00,15.00,9.00,0.27,7.00,660.00,6.00,6.50,2.2,2.7,27.00,55.00,330.00,flowering,multipurpose
golden beets,86.00,43.00,110.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,1.8,2.3,19.00,55.00,290.00,seedling,root_vegetable
golden beets,92.00,47.00,114.00,58.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,2.3,2.8,21.00,56.00,300.00,harvesting,root_vegetable
golden beets,296.00,143.00,348.00,170.00,81.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.3,1.8,24.00,52.00,320.00,vegetative,root_vegetable
golden beets,496.00,233.00,593.00,290.00,148.00,69.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.3,1.8,27.00,49.00,365.00,flowering,root_vegetable
grapes,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,1.8,2.3,22.00,67.00,220.00,seedling,fruit_vines
grapes,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,2.3,2.8,22.00,67.00,220.00,harvesting,fruit_vines
grapes,120.00,60.00,100.00,80.00,60.00,40.00,0.80,1.00,0.80,12.00,8.00,6.00,0.15,6.00,540.00,6.00,6.50,1.4,1.9,24.00,62.00,270.00,vegetative,fruit_vines
grapes,180.00,90.00,150.00,120.00,90.00,60.00,1.20,1.50,1.20,18.00,12.00,9.00,0.25,7.00,640.00,6.00,6.50,1.4,1.9,26.00,57.00,320.00,flowering,fruit_vines
green bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.9,2.4,25.00,65.00,300.00,seedling,fruitables
green bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,2.4,2.9,25.00,65.00,300.00,harvesting,fruitables
green bell peppers,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.7,2.2,28.00,60.00,350.00,vegetative,fruitables
green bell peppers,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,2.2,2.7,30.00,55.00,400.00,flowering,fruitables
green bush beans,95.00,50.00,120.00,60.00,30.00,16.00,0.70,1.00,0.60,5.00,2.00,3.00,0.13,6.00,605.00,6.00,7.00,1.3,1.8,23.00,60.00,310.00,seedling,fruitables
green bush beans,100.00,52.00,118.00,62.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,610.00,5.90,7.10,1.3,1.8,25.00,59.00,315.00,harvesting,fruitables
green bush beans,305.00,155.00,360.00,180.00,90.00,45.00,2.20,3.50,2.20,18.00,8.00,10.00,0.40,5.00,1205.00,5.90,7.10,1.8,2.3,28.00,58.00,335.00,vegetative,fruitables
green bush beans,505.00,245.00,605.00,295.00,155.00,75.00,3.90,5.80,3.70,32.00,14.00,17.00,0.57,6.00,1770.00,5.80,7.20,2.3,2.8,30.00,55.00,380.00,flowering,fruitables
green cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.6,2.1,25.00,65.00,300.00,seedling,fruitables
green cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,2.1,2.6,25.00,65.00,300.00,harvesting,fruitables
green cherry tomatoes,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.4,1.9,28.00,60.00,350.00,vegetative,fruitables
green cherry tomatoes,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,1.4,1.9,30.00,55.00,400.00,flowering,fruitables
green chili,92.00,48.00,119.00,62.00,30.00,16.00,0.70,1.10,0.70,5.00,3.00,4.00,0.14,6.00,595.00,5.80,6.60,1.9,2.4,25.00,60.00,305.00,seedling,fruitables
green chili,105.00,52.00,125.00,64.00,32.00,18.00,0.90,1.20,0.80,6.00,4.00,5.00,0.16,5.00,610.00,5.70,6.90,2.4,2.9,26.00,59.00,310.00,harvesting,fruitables
green chili,307.00,150.00,359.00,180.00,88.00,47.00,2.30,3.50,2.30,18.00,8.00,10.00,0.42,5.00,1215.00,5.70,6.70,1.3,1.8,28.00,58.00,340.00,vegetative,fruitables
green chili,500.00,250.00,605.00,295.00,160.00,75.00,4.00,6.00,3.90,32.00,15.00,18.00,0.60,6.00,1800.00,5.60,6.80,1.3,1.8,30.00,55.00,390.00,flowering,fruitables
green leaf lettuce,60.00,25.00,70.00,30.00,15.00,8.00,0.30,0.60,0.30,2.50,1.50,1.50,0.07,6.00,450.00,6.00,6.50,1.8,2.3,20.00,70.00,250.00,seedling,leafy_greens
green leaf lettuce,60.00,25.00,70.00,30.00,15.00,8.00,0.30,0.60,0.30,2.50,1.50,1.50,0.07,6.00,450.00,6.00,6.50,2.3,2.8,20.00,70.00,250.00,harvesting,leafy_greens
green leaf lettuce,180.00,75.00,200.00,100.00,40.00,20.00,1.00,2.00,1.00,12.00,6.00,6.00,0.20,6.00,550.00,6.00,6.50,1.7,2.2,22.00,65.00,300.00,vegetative,leafy_greens
green leaf lettuce,250.00,100.00,250.00,150.00,60.00,30.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,700.00,6.00,6.50,2.2,2.7,24.00,60.00,350.00,flowering,leafy_greens
ground cherries,89.00,46.00,113.00,55.00,28.00,14.00,0.50,0.80,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.30,6.50,1.7,2.2,20.00,56.00,295.00,seedling,fruitables
ground cherries,95.00,48.00,116.00,60.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.12,6.00,595.00,5.10,6.60,2.2,2.7,22.00,57.00,305.00,harvesting,fruitables
ground cherries,299.00,145.00,351.00,172.00,83.00,42.00,1.90,3.00,1.90,15.00,6.00,8.00,0.38,5.00,1180.00,5.20,6.60,1.3,1.8,25.00,53.00,325.00,vegetative,fruitables
ground cherries,499.00,235.00,596.00,293.00,151.00,71.00,3.70,5.50,3.50,30.00,13.00,16.00,0.55,6.00,1745.00,5.10,6.70,1.3,1.8,28.00,50.00,370.00,flowering,fruitables
habanero,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.8,2.3,25.00,65.00,300.00,seedling,fruitables
habanero,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,2.3,2.8,25.00,65.00,300.00,harvesting,fruitables
habanero,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.7,2.2,28.00,60.00,350.00,vegetative,fruitables
habanero,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,2.2,2.7,30.00,55.00,400.00,flowering,fruitables
hibiscus,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.7,2.2,23.00,66.00,230.00,seedling,edible_flowers
hibiscus,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.2,2.7,23.00,66.00,230.00,harvesting,edible_flowers
hibiscus,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.7,2.2,25.00,61.00,280.00,vegetative,edible_flowers
hibiscus,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,2.2,2.7,27.00,56.00,330.00,flowering,edible_flowers
honeydew melon,95.00,50.00,120.00,60.00,30.00,16.00,0.70,1.00,0.60,5.00,2.00,3.00,0.13,6.00,605.00,6.00,7.00,1.7,2.2,23.00,60.00,310.00,seedling,fruitables
honeydew melon,100.00,52.00,118.00,62.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,610.00,5.90,7.10,2.2,2.7,25.00,59.00,315.00,harvesting,fruitables
honeydew melon,170.00,100.00,190.00,110.00,55.00,40.00,3.00,3.50,3.00,25.00,20.00,22.00,0.40,7.00,700.00,4.60,6.30,1.4,1.9,34.00,85.00,400.00,seedling,fruitables
honeydew melon,170.00,110.00,190.00,120.00,60.00,45.00,3.50,4.00,3.50,30.00,25.00,27.00,0.45,7.00,710.00,4.50,6.10,1.4,1.9,36.00,90.00,410.00,harvesting,fruitables
honeydew melon,305.00,155.00,360.00,180.00,90.00,45.00,2.20,3.50,2.20,18.00,8.00,10.00,0.40,5.00,1205.00,5.90,7.10,1.9,2.4,28.00,58.00,335.00,vegetative,fruitables
honeydew melon,370.00,220.00,420.00,240.00,140.00,75.00,5.00,6.00,5.00,50.00,35.00,37.00,1.00,7.00,1260.00,4.30,6.40,2.4,2.9,39.00,72.00,410.00,vegetative,fruitables
honeydew melon,505.00,245.00,605.00,295.00,155.00,75.00,3.90,5.80,3.70,32.00,14.00,17.00,0.57,6.00,1770.00,5.80,7.20,1.2,1.7,30.00,55.00,380.00,flowering,fruitables
honeydew melon,560.00,340.00,630.00,360.00,210.00,110.00,7.00,8.00,7.00,70.00,50.00,55.00,1.40,7.00,1910.00,4.00,6.60,1.2,1.7,42.00,65.00,490.00,flowering,fruitables
hops,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,1.7,2.2,22.00,67.00,220.00,seedling,fruit_vines
hops,60.00,30.00,50.00,40.00,30.00,20.00,0.40,0.50,0.40,6.00,4.00,3.00,0.08,5.00,440.00,6.00,6.50,2.2,2.7,22.00,67.00,220.00,harvesting,fruit_vines
hops,120.00,60.00,100.00,80.00,60.00,40.00,0.80,1.00,0.80,12.00,8.00,6.00,0.15,6.00,540.00,6.00,6.50,1.3,1.8,24.00,62.00,270.00,vegetative,fruit_vines
hops,180.00,90.00,150.00,120.00,90.00,60.00,1.20,1.50,1.20,18.00,12.00,9.00,0.25,7.00,640.00,6.00,6.50,1.3,1.8,26.00,57.00,320.00,flowering,fruit_vines
husk cherries,86.00,43.00,110.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,1.8,2.3,19.00,55.00,290.00,seedling,fruitables
husk cherries,92.00,47.00,114.00,58.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,2.3,2.8,21.00,56.00,300.00,harvesting,fruitables
husk cherries,296.00,143.00,348.00,170.00,81.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.15,1.65,24.00,52.00,320.00,vegetative,fruitables
husk cherries,496.00,233.00,593.00,290.00,148.00,69.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.15,1.65,27.00,49.00,365.00,flowering,fruitables
iceberg lettuce,50.00,20.00,50.00,20.00,10.00,5.00,0.20,0.50,0.20,2.00,1.00,1.00,0.05,5.00,400.00,6.00,6.50,1.6,2.1,20.00,70.00,200.00,seedling,leafy_greens
iceberg lettuce,50.00,20.00,50.00,20.00,10.00,5.00,0.20,0.50,0.20,2.00,1.00,1.00,0.05,5.00,400.00,6.00,6.50,2.1,2.6,20.00,70.00,200.00,harvesting,leafy_greens
iceberg lettuce,200.00,80.00,200.00,150.00,40.00,20.00,1.00,2.00,1.00,10.00,5.00,5.00,0.20,6.00,600.00,6.00,6.50,1.4,1.9,24.00,60.00,300.00,flowering,leafy_greens
iceberg lettuce,150.00,60.00,150.00,100.00,30.00,15.00,0.50,1.00,0.50,5.00,2.00,2.00,0.10,6.00,500.00,6.00,6.50,1.4,1.9,22.00,65.00,250.00,Vegetative,leafy_greens 
indigo,40.00,20.00,30.00,25.00,20.00,15.00,0.30,0.40,0.30,4.00,3.00,2.00,0.07,5.00,450.00,6.00,6.50,1.9,2.4,21.00,65.00,210.00,seedling,multipurpose
indigo,40.00,20.00,30.00,25.00,20.00,15.00,0.30,0.40,0.30,4.00,3.00,2.00,0.07,5.00,450.00,6.00,6.50,2.4,2.9,21.00,65.00,210.00,harvesting,multipurpose
indigo,80.00,40.00,60.00,50.00,40.00,30.00,0.60,0.80,0.60,8.00,6.00,4.00,0.14,6.00,550.00,6.00,6.50,1,1.5,23.00,60.00,260.00,vegetative,multipurpose
indigo,120.00,60.00,90.00,75.00,60.00,45.00,0.90,1.20,0.90,12.00,9.00,6.00,0.21,7.00,650.00,6.00,6.50,1,1.5,25.00,55.00,310.00,flowering,multipurpose
jalapeno,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.5,2,25.00,65.00,300.00,seedling,fruitables
jalapeno,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,2,2.5,25.00,65.00,300.00,harvesting,fruitables
jalapeno,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.3,1.8,28.00,60.00,350.00,vegetative,fruitables
jalapeno,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,1.3,1.8,30.00,55.00,400.00,flowering,fruitables
japanese eggplant,88.00,45.00,115.00,55.00,28.00,15.00,0.60,0.90,0.60,5.00,3.00,4.00,0.13,6.00,590.00,5.50,6.50,1.8,2.3,22.00,60.00,300.00,seedling,fruitables
japanese eggplant,101.00,50.00,120.00,60.00,32.00,18.00,0.80,1.00,0.70,7.00,3.00,4.00,0.15,5.00,605.00,5.40,6.60,2.3,2.8,24.00,58.00,310.00,harvesting,fruitables
japanese eggplant,302.00,148.00,355.00,175.00,86.00,44.00,2.10,3.20,2.10,17.00,7.00,9.00,0.39,5.00,1190.00,5.40,6.60,1.6,2.1,27.00,56.00,330.00,vegetative,fruitables
japanese eggplant,508.00,240.00,600.00,290.00,155.00,72.00,3.80,5.70,3.60,31.00,14.00,17.00,0.56,6.00,1755.00,5.30,6.70,1.6,2.1,29.00,52.00,375.00,flowering,fruitables
jerusalem artichokes,94.00,51.00,118.00,61.00,30.00,16.00,0.70,1.00,0.60,6.00,4.00,5.00,0.13,6.00,600.00,5.30,6.50,2.1,2.6,23.00,58.00,310.00,seedling,root_vegetable
jerusalem artichokes,100.00,52.00,122.00,64.00,32.00,18.00,0.90,1.20,0.70,8.00,5.00,6.00,0.16,6.00,610.00,5.20,6.60,2.6,3.1,26.00,61.00,330.00,harvesting,root_vegetable
jerusalem artichokes,304.00,149.00,356.00,177.00,88.00,46.00,2.30,3.40,2.30,19.00,9.00,11.00,0.42,5.00,1205.00,5.20,6.60,1.4,1.9,28.00,56.00,340.00,vegetative,root_vegetable
jerusalem artichokes,504.00,240.00,601.00,297.00,155.00,75.00,4.10,6.00,3.90,34.00,17.00,20.00,0.60,6.00,1770.00,5.10,6.70,1.4,1.9,31.00,53.00,395.00,flowering,root_vegetable
king oyster mushrooms,25.00,15.00,20.00,15.00,10.00,10.00,0.30,0.40,0.30,3.00,2.00,2.00,0.07,5.00,420.00,6.00,6.50,1.9,2.4,21.00,68.00,210.00,seedling,mushrooms
