crop_id,crop_name,crop_temp,crop_humidity,crop_ph,crop_nitrogen,crop_phosphorus,crop_potassium,crop_calcium,crop_magnesium,crop_sulfur,crop_copper,crop_chlorine,crop_boron,crop_iron,crop_zinc,crop_manganese,crop_molybdenum,crop_nickel,crop_cobalt,crop_sodium,crop_ec,crop_light,crop_growth_stage,crop_type
2177,lion'smanemushrooms,24.00839,345.49705,7.96217,79.87117,19.23184,10.16175,2.99798,0.20468,5.00568,0.50205,0.50031,0.50293,0.49932,0.49903,0.50014,0.4998,0.50784,0.59552,0.19415,3.16733,465.52231,vegetative,mushrooms
2178,lion'smanemushrooms,23.59572,354.59465,8.44384,71.30534,20.53176,9.94432,2.98367,0.20276,5.01568,0.49876,0.50002,0.49833,0.50009,0.49812,0.49919,0.50129,0.5276,0.46714,0.64652,2.51111,526.596,flowering,mushrooms
2179,lion'smanemushrooms,26.80785,355.43465,7.08252,67.4842,19.29428,9.88185,3.01522,0.21264,4.98137,0.49859,0.49751,0.49747,0.49899,0.49882,0.49725,0.49935,0.4948,0.53623,0.35111,1.70091,497.51147,harvesting,mushrooms
2180,lion'smanemushrooms,24.66083,365.14814,7.29416,73.53764,18.37041,9.63437,2.99691,0.18487,4.99024,0.50186,0.49811,0.5015,0.49816,0.49641,0.50265,0.50083,0.49645,0.59366,1.02817,1.6401,414.37351,seeding,mushrooms
2181,lion'smanemushrooms,25.02964,346.94564,7.10174,62.59429,22.00051,10.04982,2.96713,0.19101,5.00896,0.49986,0.50172,0.50101,0.50251,0.49611,0.49844,0.50031,0.5191,0.61091,0.82019,0.65896,500.29595,vegetative,mushrooms
2182,lion'smanemushrooms,27.2295,350.20611,6.97888,76.74149,19.31907,9.8011,2.99433,0.19962,4.96925,0.50028,0.50205,0.5012,0.49988,0.50077,0.50201,0.50047,0.48625,0.66546,1.10452,1.93171,463.87159,flowering,mushrooms
2183,lion'smanemushrooms,24.21285,343.93777,7.58244,73.39212,22.56967,9.77745,2.97177,0.19517,4.98144,0.50105,0.4972,0.49883,0.50204,0.49917,0.4976,0.49706,0.52879,0.34121,0.91654,1.15519,614.93869,harvesting,mushrooms
2184,lollorossolettuce,24.96781,365.21295,6.6731,70.27621,19.59468,10.28651,3.01027,0.20367,4.96228,0.50025,0.49811,0.49707,0.50202,0.49926,0.49938,0.50158,0.54613,0.42488,0.44414,2.85513,695.85244,seeding,leafy_greens
2185,lollorossolettuce,24.37486,366.9345,6.93979,71.74716,20.77284,9.84675,2.99855,0.18706,4.95718,0.49893,0.49995,0.499,0.50068,0.49981,0.50063,0.50091,0.49257,0.46803,0.91492,2.59697,564.0611,vegetative,leafy_greens
2186,lollorossolettuce,24.56335,358.85186,7.44762,70.87209,18.03462,9.78719,2.97605,0.19178,4.99957,0.50086,0.50173,0.49924,0.50074,0.50134,0.49915,0.50268,0.49093,0.62876,0.96016,2.6199,549.24204,flowering,leafy_greens
2187,lollorossolettuce,24.7758,345.47844,7.3181,69.81084,22.07318,10.14352,3.01673,0.19643,5.03002,0.50057,0.50162,0.49909,0.50049,0.49971,0.49876,0.50233,0.52125,0.49617,0.73376,1.28799,458.62237,harvesting,leafy_greens
2188,lollorossolettuce,24.59746,337.45693,6.46866,75.10164,21.41938,9.96357,2.99686,0.19219,4.98483,0.50078,0.49907,0.49853,0.50111,0.50001,0.50034,0.49904,0.50393,0.50618,1.5,2.33806,499.70524,seeding,leafy_greens
2189,lollorossolettuce,26.38517,353.94009,6.7431,71.87816,21.36971,10.0822,2.9573,0.20326,4.97075,0.49948,0.49996,0.49703,0.50039,0.49934,0.50026,0.49963,0.52719,0.44767,1.30933,3.01618,732.70836,vegetative,leafy_greens
2190,lollorossolettuce,23.24302,357.19318,8.11524,71.38804,18.05612,9.97693,2.99516,0.19847,4.98541,0.49886,0.50234,0.50011,0.50044,0.49807,0.50162,0.49997,0.51828,0.38763,0.86479,1.87594,619.09323,flowering,leafy_greens
2191,lollorossolettuce,25.80702,339.69323,6.77409,71.8881,17.75491,10.13265,2.96345,0.18439,4.9746,0.49915,0.50069,0.49772,0.4984,0.50045,0.49886,0.49903,0.53819,0.45156,0.81303,2.36558,515.85999,harvesting,leafy_greens
2192,lollorossolettuce,27.05282,368.13848,6.72701,66.74501,20.94701,9.81236,3.00149,0.18604,5.00824,0.50083,0.49988,0.49871,0.50312,0.50025,0.49639,0.50054,0.48861,0.33096,0.32322,1.01316,423.22288,seeding,leafy_greens
2193,lollorossolettuce,25.52097,357.67777,4.46371,78.53179,18.78305,9.61726,3.01305,0.19907,4.9676,0.50008,0.50301,0.49878,0.49822,0.50043,0.49997,0.4992,0.50641,0.57079,0.73352,1.38125,544.8831,vegetative,leafy_greens
2194,lollorossolettuce,24.91779,334.54919,7.80701,68.03747,22.4855,9.86816,2.98997,0.22258,4.97093,0.4984,0.50032,0.49924,0.5016,0.4977,0.49956,0.49904,0.54636,0.62476,0.94408,1.87045,624.61446,flowering,leafy_greens
2195,lollorossolettuce,24.81479,361.7267,6.65309,68.25641,22.26976,9.99948,3.02811,0.19313,4.99208,0.49891,0.50002,0.50205,0.49746,0.49801,0.50032,0.49989,0.5031,0.47111,1.20669,0.77578,532.96424,harvesting,leafy_greens
2196,lollorossolettuce,25.25995,352.03126,7.29455,70.02191,20.12654,9.98519,3.01039,0.19173,5.04521,0.49844,0.49588,0.49672,0.49953,0.50023,0.50004,0.49624,0.50773,0.60381,0.96594,3.53891,568.67876,seeding,leafy_greens
2197,lollorossolettuce,25.64203,372.02262,6.08511,71.26996,21.33961,9.98894,3.02146,0.20305,5.02599,0.49832,0.4987,0.50033,0.49835,0.4987,0.50064,0.4975,0.49847,0.58018,0.4752,1.9373,500.80387,vegetative,leafy_greens
2198,lollorossolettuce,24.96078,341.90911,7.81606,77.20363,20.08043,10.17795,2.99791,0.21291,4.99626,0.50059,0.50076,0.49925,0.49927,0.50133,0.4993,0.49866,0.49693,0.62638,0.29475,1.01912,399.7742,flowering,leafy_greens
2199,lollorossolettuce,25.39516,372.25996,6.77072,74.07611,20.07104,10.10242,3.00058,0.21802,5.0038,0.49827,0.49797,0.49924,0.50166,0.50021,0.50199,0.50255,0.50583,0.3365,0.95615,0.60044,515.09113,harvesting,leafy_greens
2200,lollorossolettuce,24.79006,351.60985,6.556,70.20295,20.55304,9.90768,2.98689,0.1922,5.00772,0.50064,0.49858,0.4998,0.49929,0.49886,0.4977,0.49741,0.48093,0.50681,0.52265,0.65562,444.05123,seeding,leafy_greens
2201,lollorossolettuce,26.86412,338.23187,6.16091,65.49597,19.5171,9.78366,3.01556,0.22904,5.03121,0.49964,0.49998,0.50148,0.50022,0.49997,0.50191,0.50183,0.54664,0.59346,0.19664,2.33239,607.22485,vegetative,leafy_greens
2202,lollorossolettuce,24.9361,334.35291,7.56197,73.49505,20.37217,9.56338,2.99258,0.19653,4.97435,0.49912,0.50041,0.49922,0.50128,0.50065,0.50284,0.49762,0.49989,0.28016,1.05178,2.40166,622.77049,flowering,leafy_greens
2203,lollorossolettuce,26.94546,355.6711,6.54618,71.8546,21.42323,10.03055,2.97719,0.20319,5.03036,0.49904,0.49904,0.49904,0.50036,0.50028,0.50022,0.49986,0.48096,0.46373,0.51649,0.80896,698.2884,harvesting,leafy_greens
2204,lollorossolettuce,24.61373,338.75853,6.86742,70.10579,20.58923,10.24985,3.04727,0.20902,4.98992,0.50283,0.49505,0.49979,0.49984,0.49813,0.50017,0.50152,0.51793,0.55312,0.55002,1.94912,485.05312,seeding,leafy_greens
2205,lovage,25.88324,332.44721,6.87969,77.13925,19.76562,10.13465,3.01307,0.20196,5.00251,0.50272,0.49857,0.49866,0.49968,0.49969,0.49976,0.49953,0.50418,0.47285,0.5961,0.69854,615.41572,vegetative,herbs
2206,lovage,24.58063,346.81296,8.43533,77.33618,17.12605,10.00971,2.99039,0.18908,5.00123,0.49816,0.49939,0.49885,0.50101,0.49974,0.49898,0.50081,0.47931,0.47983,1.02106,0.62199,688.82574,flowering,herbs
2207,lovage,26.07689,357.56616,6.60655,68.92922,19.56732,10.01772,3.0195,0.19139,4.95631,0.50128,0.49785,0.50132,0.49945,0.50009,0.50047,0.50107,0.48116,0.46082,0.60023,3.82009,680.37577,harvesting,herbs
2208,lovage,25.1267,351.94175,7.64654,79.43893,20.29359,9.75922,3.0002,0.20891,4.99361,0.49943,0.50092,0.5015,0.49822,0.49922,0.49847,0.49707,0.53033,0.66279,1.06758,3.20947,490.80582,seeding,herbs
2209,lovage,23.00834,356.43454,5.01378,76.62295,21.20542,9.98804,2.99714,0.22116,5.02902,0.50058,0.50204,0.49939,0.49923,0.49993,0.50091,0.50103,0.48274,0.44351,0.55045,3.48196,539.88464,vegetative,herbs
2210,lovage,24.7701,347.49365,7.3024,71.80938,20.71296,10.021,3.0047,0.20034,5.02344,0.50139,0.49969,0.50201,0.49712,0.50151,0.49911,0.49938,0.47849,0.59621,0.82929,2.65998,759.12008,flowering,herbs
2211,lovage,23.04804,354.01569,7.62639,74.35643,20.61614,9.83325,3.00965,0.21935,4.98066,0.49992,0.50098,0.50103,0.50111,0.50046,0.50058,0.4971,0.48525,0.28488,0.0623,2.84371,609.41471,harvesting,herbs
2212,lovage,23.87706,350.71029,8.0282,73.25182,19.28514,9.99773,3.0114,0.18743,4.99365,0.49934,0.49825,0.50137,0.50097,0.49664,0.49952,0.49716,0.50129,0.72775,0.35107,1.79548,313.24022,seeding,herbs
2213,lovage,26.31731,360.28687,6.64918,67.47553,17.97677,10.10275,2.99078,0.18208,4.97585,0.49764,0.49937,0.49994,0.49877,0.50136,0.50061,0.50166,0.52138,0.5177,0.23791,2.22332,652.91943,vegetative,herbs
2214,lovage,25.69927,368.65361,7.48035,74.52498,18.28297,9.85572,2.98782,0.19677,4.99961,0.5013,0.50144,0.49787,0.49703,0.49897,0.49851,0.4965,0.5285,0.16198,1.49712,2.59715,667.45708,flowering,herbs
2215,lovage,25.24401,338.93942,7.59806,68.23594,22.29951,10.00782,3.03874,0.19924,4.98928,0.49986,0.50223,0.49893,0.49952,0.50016,0.50027,0.49842,0.525,0.6062,0.73972,2.66995,325.19887,harvesting,herbs
2216,lovage,25.04167,344.54643,6.95601,71.82583,21.08315,9.83458,3.03264,0.19063,4.97698,0.50082,0.50202,0.5008,0.49856,0.49921,0.49737,0.49997,0.4681,0.66452,0.51581,0.72083,412.37555,seeding,herbs
2217,lovage,24.62291,336.64537,7.05801,69.9632,20.97612,9.80944,3.00236,0.19675,4.94659,0.50043,0.4994,0.50011,0.50112,0.49979,0.49978,0.50088,0.46908,0.47433,0.86999,3.04389,645.34277,vegetative,herbs
2218,lovage,24.45009,377.13835,6.35694,68.73712,18.76897,9.8559,3.01493,0.18615,5.00688,0.50254,0.49999,0.49986,0.50034,0.49917,0.50225,0.49783,0.52672,0.4371,0.17811,1.36233,544.89632,flowering,herbs
2219,lovage,27.56045,369.49668,7.08497,71.82325,18.94978,9.95955,2.99394,0.21901,4.97603,0.50194,0.49781,0.50067,0.4989,0.50301,0.50025,0.49978,0.4761,0.50118,0.97843,1.08784,350.32455,harvesting,herbs
2220,lovage,24.04447,353.88974,6.86658,70.73461,20.94655,9.61782,3.00741,0.21353,5.01124,0.49982,0.49811,0.49781,0.50019,0.49941,0.50004,0.50277,0.52847,0.38447,0.51906,2.33734,358.19723,seeding,herbs
2221,lovage,22.25199,355.77204,6.92013,73.76116,17.36634,10.00006,3.04841,0.20166,5.00642,0.50144,0.49813,0.49883,0.49888,0.50262,0.49895,0.50053,0.5054,0.37191,0.95264,1.60096,433.4599,vegetative,herbs
2222,lovage,22.34301,358.04879,7.24451,68.8725,19.90606,9.85108,2.97537,0.17936,4.97539,0.49855,0.49922,0.49906,0.50087,0.50085,0.49747,0.49922,0.51195,0.43815,0.39036,0.97673,614.47138,flowering,herbs
2223,lovage,22.35372,348.07927,6.66052,71.39565,18.11931,9.99908,3.04023,0.19377,5.01947,0.49765,0.50239,0.49967,0.4994,0.50045,0.50035,0.49634,0.49699,0.49009,0.76752,2.71101,523.12228,harvesting,herbs
2224,lovage,24.34193,348.74008,7.55494,74.56934,22.01786,10.1779,2.97045,0.19419,4.98369,0.50037,0.4981,0.49989,0.49651,0.50116,0.49668,0.49893,0.50382,0.40539,0.89302,1.62253,405.63393,seeding,herbs
2225,lovage,27.06427,346.38211,5.61197,68.83481,22.16102,9.93248,3.00157,0.20611,4.97572,0.50231,0.50159,0.49855,0.4995,0.49812,0.50134,0.4993,0.5079,0.28602,0.80871,1.35214,519.09387,vegetative,herbs
2226,luffagourd,26.20619,354.87856,6.51907,72.14749,17.19436,9.82358,2.99621,0.21211,4.96605,0.49847,0.4992,0.50065,0.4995,0.49999,0.50015,0.50062,0.51437,0.51791,0.16677,1.90898,609.19248,flowering,curcurbits
2227,luffagourd,23.99313,350.24418,7.72852,72.13897,19.48142,9.92794,2.97669,0.1937,5.01136,0.50176,0.4993,0.50157,0.49954,0.4981,0.50019,0.50016,0.54265,0.32425,0.92773,1.3074,425.24176,harvesting,curcurbits
2228,luffagourd,26.69967,344.65788,7.99317,71.51004,20.01079,9.82539,3.03063,0.19661,5.00063,0.50104,0.50152,0.50115,0.50026,0.5031,0.50167,0.501,0.51908,0.43332,0.43035,1.64146,423.84185,seeding,curcurbits
2229,luffagourd,24.90118,362.30221,7.96882,72.34942,20.75319,10.13997,2.97214,0.1982,5.00831,0.50147,0.50018,0.50189,0.50026,0.50062,0.49918,0.50175,0.49815,0.5499,1.15957,2.7547,524.86702,vegetative,curcurbits
2230,luffagourd,25.37461,355.93324,7.30659,69.02612,20.06674,10.14192,2.9882,0.18981,5.00362,0.50025,0.49901,0.50006,0.50107,0.49956,0.50007,0.50132,0.45806,0.40254,0.66582,2.90087,414.58997,flowering,curcurbits
2231,luffagourd,22.88337,366.63477,6.61948,69.78987,19.44089,10.00803,2.99209,0.19698,4.96577,0.49857,0.49851,0.50144,0.49818,0.49932,0.49958,0.49659,0.44463,0.45822,0.82791,3.34706,581.05539,harvesting,curcurbits
2232,luffagourd,25.70696,356.95005,6.95363,72.53407,22.89259,10.18454,2.99061,0.18908,4.97469,0.49733,0.49755,0.49776,0.49901,0.49921,0.50076,0.49984,0.49509,0.43134,0.08289,3.26688,552.28283,seeding,curcurbits
2233,luffagourd,25.43517,361.61181,5.81675,71.12731,21.27842,9.82571,3.01946,0.19711,4.98483,0.49867,0.49988,0.50059,0.49685,0.49854,0.49764,0.5003,0.47781,0.39849,1.5,1.06848,354.20697,vegetative,curcurbits
2234,luffagourd,24.54892,343.59672,5.5503,71.01838,18.75942,9.80293,3.04045,0.18201,4.9989,0.50162,0.50174,0.50036,0.49886,0.49759,0.4981,0.50016,0.46793,0.45495,0.72652,1.53436,327.33475,flowering,curcurbits
2235,luffagourd,22.94322,350.51383,6.07017,72.73749,21.18167,10.16299,3.02372,0.18061,4.98336,0.49807,0.50039,0.50141,0.50004,0.499,0.49884,0.499,0.48687,0.39576,0.90506,1.29046,479.8338,harvesting,curcurbits
2236,luffagourd,24.74142,338.69689,8.02634,73.41264,20.54105,9.85381,2.9968,0.20874,5.00517,0.49979,0.50141,0.49973,0.50029,0.50024,0.50074,0.49989,0.50219,0.51051,0.75392,3.80182,569.58756,seeding,curcurbits
2237,luffagourd,26.40968,363.59501,8.15465,70.30603,22.05968,10.28139,3.02741,0.19887,5.00062,0.4986,0.49982,0.50045,0.49845,0.49741,0.50128,0.50082,0.47312,0.48306,0.8483,2.00662,646.08217,vegetative,curcurbits
2238,luffagourd,25.66601,340.74341,8.43827,73.55927,18.28127,10.32304,2.98087,0.20751,5.0344,0.49587,0.50074,0.5004,0.49706,0.50198,0.4981,0.50268,0.49194,0.33308,0.75542,2.93964,552.64452,flowering,curcurbits
2239,luffagourd,26.15772,362.42134,7.72819,66.00327,20.54047,10.04657,2.99399,0.21391,4.99042,0.49671,0.49764,0.50004,0.50043,0.50116,0.50101,0.49977,0.51696,0.62576,0.00018,0.69991,374.17729,harvesting,curcurbits
2240,luffagourd,23.94009,336.52099,6.65832,67.9327,18.96824,9.8607,3.01343,0.21093,5.02084,0.49987,0.50079,0.50034,0.49842,0.49967,0.50226,0.50185,0.51071,0.47563,0.39565,3.75445,487.27597,seeding,curcurbits
2241,luffagourd,24.29861,360.19995,7.3787,71.83328,20.36995,10.09786,2.98418,0.20257,4.97409,0.49823,0.50029,0.49801,0.50082,0.50177,0.49856,0.49937,0.51774,0.39647,0.6635,2.00743,548.94485,vegetative,curcurbits
2242,luffagourd,25.06714,336.04065,7.09167,72.23798,18.33864,10.19685,3.04852,0.18982,5.00095,0.49869,0.50247,0.4985,0.49745,0.50095,0.50062,0.50042,0.53393,0.38513,0.81116,2.29855,594.44345,flowering,curcurbits
2243,luffagourd,27.11437,351.31409,6.69699,77.92069,19.68801,10.08255,3.00336,0.18883,4.97168,0.49616,0.50051,0.50033,0.50096,0.49945,0.50021,0.50066,0.45902,0.49682,0.13672,3.28235,500.39173,harvesting,curcurbits
2244,luffagourd,23.18927,356.08283,5.74161,71.81049,20.35333,9.81384,3.00161,0.2029,4.9872,0.5014,0.49946,0.49837,0.49952,0.49756,0.4992,0.49994,0.49049,0.40318,0.59389,0.3297,664.56461,seeding,curcurbits
2245,luffagourd,24.77359,340.63543,7.97944,73.72105,17.56237,10.09272,2.97333,0.19456,4.97841,0.5013,0.50037,0.49939,0.50168,0.49993,0.49959,0.50063,0.48103,0.25787,0.79107,2.53725,611.18618,vegetative,curcurbits
2246,luffagourd,24.51248,344.64843,9.33168,71.14454,20.319,10.02054,2.99753,0.20152,5.00455,0.50183,0.50294,0.50017,0.49895,0.49904,0.5029,0.50082,0.50113,0.48786,0.5729,0.43108,568.9024,flowering,curcurbits
2247,maca,25.70403,348.90597,6.66841,72.52372,20.67956,10.53223,2.96882,0.20725,5.02546,0.49982,0.50048,0.50002,0.50041,0.49881,0.49881,0.49938,0.47903,0.40623,0.51012,1.90496,567.75759,harvesting,exotic_plants
2248,maca,24.62686,343.27071,7.87378,76.68805,20.25677,9.77709,2.96779,0.21367,4.98612,0.50121,0.49857,0.49899,0.4979,0.49949,0.50032,0.4981,0.49783,0.33117,1.40158,1.74731,581.14112,seeding,exotic_plants
2249,maca,26.07107,339.76498,6.92755,69.62452,20.4427,10.13168,2.97814,0.20154,5.01157,0.5001,0.49954,0.49831,0.49854,0.50084,0.50048,0.49959,0.52353,0.59771,0.67116,2.10853,859.40985,vegetative,exotic_plants
2250,maca,27.22557,334.53873,7.33927,69.71247,19.59209,9.86198,3.01065,0.20294,4.98133,0.5002,0.49912,0.49919,0.50301,0.49735,0.49989,0.49912,0.517,0.31762,0.51777,2.00172,598.01689,flowering,exotic_plants
2251,maca,23.92316,353.33006,6.07071,68.74535,21.21122,9.94174,2.98723,0.19533,4.96625,0.49951,0.50358,0.49876,0.49917,0.50219,0.49965,0.50253,0.47706,0.48286,0.53063,1.60033,604.9833,harvesting,exotic_plants
2252,maca,24.01302,328.5942,5.57527,74.94019,19.51501,10.13503,3.00009,0.19282,4.97674,0.50164,0.49817,0.50331,0.5008,0.50135,0.49913,0.50124,0.51665,0.56781,0.79029,2.5168,646.03415,seeding,exotic_plants
2253,maca,23.71816,353.519,7.65985,70.40263,21.21228,10.07128,3.01464,0.20698,5.03108,0.50318,0.50033,0.49849,0.49759,0.49929,0.49922,0.50011,0.49578,0.70675,0.29301,1.30376,566.30654,vegetative,exotic_plants
2254,maca,24.54807,351.27237,7.0693,75.60709,19.13488,10.20487,3.00108,0.19607,5.0111,0.49931,0.49861,0.49968,0.50009,0.49907,0.49855,0.4976,0.5032,0.63809,0.90707,3.41497,489.71537,flowering,exotic_plants
2255,maca,23.16095,354.92232,8.11335,73.7618,20.45553,9.83367,2.99812,0.21103,5.00933,0.4997,0.50212,0.5005,0.49999,0.50375,0.50101,0.50202,0.51692,0.55898,0.50982,2.03444,472.22143,harvesting,exotic_plants
2256,maca,25.02142,355.39367,7.66732,75.79892,16.40466,9.98531,3.00706,0.19708,4.99726,0.49739,0.5011,0.50131,0.49798,0.49652,0.50013,0.49858,0.50555,0.71406,0.52761,2.52252,493.25873,seeding,exotic_plants
2257,maca,22.3417,338.10245,7.31542,73.11787,21.99296,10.08364,3.01135,0.21282,4.97322,0.49894,0.49853,0.5011,0.50085,0.50453,0.49538,0.49721,0.50714,0.64069,0.62897,2.40792,560.91768,vegetative,exotic_plants
2258,maca,24.05855,328.38533,5.76967,73.48076,19.81558,10.06146,3.01694,0.20737,4.98738,0.50052,0.50044,0.49808,0.49929,0.49874,0.5017,0.50192,0.47152,0.39649,0.76587,2.79899,615.47914,flowering,exotic_plants
2259,maca,22.64322,359.19668,6.34378,73.14201,19.03043,10.0333,3.04347,0.20884,4.96114,0.50025,0.50011,0.49969,0.49978,0.49851,0.50313,0.49971,0.51893,0.458,0.79606,3.11538,607.72299,harvesting,exotic_plants
2260,maca,25.51603,371.65799,7.25472,69.23424,21.65565,9.88689,2.9557,0.18609,5.02349,0.50034,0.50144,0.50039,0.49989,0.50137,0.50211,0.50269,0.51217,0.43286,0.65016,0.19845,644.08575,seeding,exotic_plants
2261,maca,25.39967,349.53573,7.68059,69.61392,17.41414,9.80207,2.99388,0.18534,5.00354,0.50068,0.50035,0.49988,0.4997,0.50006,0.49876,0.5012,0.49888,0.40734,0.40984,1.83159,575.36752,vegetative,exotic_plants
2262,maca,25.80419,352.00331,7.84253,73.09051,18.90719,9.93481,3.01442,0.21537,4.97762,0.50272,0.49668,0.50252,0.4982,0.49895,0.49918,0.50188,0.50197,0.61737,0.15118,1.43828,447.81597,flowering,exotic_plants
2263,maca,24.34432,337.54005,5.66465,68.83885,19.46475,9.48338,3.01075,0.20437,5.0068,0.49947,0.49814,0.50239,0.50122,0.49675,0.50024,0.49801,0.51112,0.53644,0.52185,2.28356,549.66688,harvesting,exotic_plants
2264,maca,27.27744,352.4525,6.21805,71.2776,17.40033,10.13169,3.00872,0.20331,4.97346,0.49608,0.49721,0.49927,0.49642,0.50249,0.50069,0.49855,0.50786,0.4955,0.88386,1.24853,709.30371,seeding,exotic_plants
2265,maca,25.17726,365.15685,7.48503,65.66255,20.18514,10.27879,2.99168,0.18978,5.04094,0.50011,0.50118,0.49945,0.49908,0.49872,0.50007,0.50038,0.49381,0.5325,0.74364,2.7665,502.01768,vegetative,exotic_plants
2266,maca,25.02166,334.4946,5.70649,67.21031,20.51899,10.18833,3.01376,0.17895,5.03259,0.50095,0.50047,0.50179,0.49951,0.50434,0.50139,0.50161,0.50257,0.43296,0.43169,2.81237,397.97937,flowering,exotic_plants
2267,maca,27.05707,357.99267,6.15204,77.65448,20.8091,9.97962,3.04347,0.20079,5.0102,0.49818,0.49971,0.50032,0.50089,0.50088,0.50262,0.50048,0.46899,0.36452,0.3505,0.7216,642.38906,harvesting,exotic_plants
2268,mache,24.33262,326.60786,6.4789,68.70957,21.68397,10.19363,2.99832,0.20417,5.03896,0.50051,0.50003,0.50266,0.49931,0.49963,0.49908,0.49843,0.50191,0.40611,0.78466,3.57823,598.62927,seeding,leafy_greens
2269,mache,24.57633,345.54771,6.40878,69.53709,18.69341,10.27006,2.98132,0.21542,5.00965,0.50091,0.49983,0.50008,0.49914,0.49784,0.49928,0.5025,0.51131,0.3981,0.90905,1.10549,587.96908,vegetative,leafy_greens
2270,mache,24.00256,348.44125,6.11291,70.12004,19.4067,9.83755,3.00421,0.19234,4.97411,0.50017,0.50103,0.50093,0.49943,0.49882,0.50111,0.50252,0.48085,0.38459,1.11658,2.5398,517.15894,flowering,leafy_greens
2271,mache,26.49692,348.6384,6.91854,73.13371,17.58387,10.06183,3.01663,0.20238,4.96576,0.49896,0.4988,0.49822,0.5005,0.49964,0.49969,0.502,0.53787,0.5243,0.3853,1.44141,439.78183,harvesting,leafy_greens
2272,mache,26.94959,330.86939,6.94418,73.68068,20.62089,9.93096,2.98634,0.20479,4.99682,0.49874,0.49761,0.5011,0.49803,0.50062,0.49856,0.49877,0.53881,0.57024,0.04647,2.68023,455.93377,seeding,leafy_greens
2273,mache,22.4572,341.33914,8.1566,72.94196,20.60757,9.81851,3.04522,0.2032,5.01861,0.4994,0.4998,0.50075,0.50142,0.50072,0.50037,0.49984,0.50307,0.32014,0.76463,1.49929,531.43211,vegetative,leafy_greens
2274,mache,26.07585,341.00597,6.75824,73.08082,20.92346,9.83825,2.96999,0.18357,5.01998,0.50059,0.49914,0.50039,0.50212,0.50141,0.49874,0.49877,0.48782,0.55607,0.90249,1.67895,603.88991,flowering,leafy_greens
2275,mache,23.57028,341.55497,8.56296,65.15955,19.6756,9.97573,2.99696,0.20284,5.0027,0.50237,0.49735,0.49681,0.49932,0.49809,0.49953,0.50012,0.50749,0.56971,0.98522,1.81883,504.87672,harvesting,leafy_greens
2276,mache,25.29301,356.7212,6.76768,77.23363,23.09552,9.98498,3.01401,0.20628,4.94641,0.49884,0.49976,0.49834,0.50285,0.50024,0.49939,0.49928,0.52937,0.57561,1.5,2.29083,391.43047,seeding,leafy_greens
2277,mache,25.65245,348.28749,7.5403,70.01824,19.19238,10.22885,3.02118,0.22459,4.9497,0.50196,0.49779,0.50087,0.50112,0.49793,0.49898,0.50048,0.53055,0.58695,0.27141,0.36569,437.73625,vegetative,leafy_greens
2278,mache,23.77058,340.15728,7.00269,71.83056,18.82158,10.02285,2.98698,0.19387,5.05854,0.49999,0.49977,0.50195,0.50017,0.49869,0.50206,0.5002,0.54201,0.50102,0.19548,0.08741,523.11803,flowering,leafy_greens
2279,mache,24.22303,342.31364,7.03175,68.60247,20.56054,10.00377,3.01321,0.19498,5.01605,0.50036,0.49972,0.49918,0.49783,0.49979,0.49782,0.49807,0.49245,0.59901,0.75457,3.85168,549.56416,harvesting,leafy_greens
2280,mache,25.88598,343.72233,6.85014,67.76922,20.41058,10.18787,2.96509,0.1871,4.97364,0.49883,0.49753,0.49927,0.50025,0.50324,0.49911,0.49916,0.53756,0.66483,1.18834,2.46604,493.48037,seeding,leafy_greens
2281,mache,26.23586,352.93383,6.24526,69.04338,22.67779,9.789,2.98622,0.19432,5.00071,0.49893,0.49803,0.49769,0.49993,0.50059,0.5013,0.49987,0.51488,0.46563,0.93854,3.11333,529.24072,vegetative,leafy_greens
2282,mache,25.04012,332.7229,7.14998,70.75169,19.42905,9.92483,2.99064,0.18713,4.99238,0.50169,0.49872,0.49972,0.50318,0.50044,0.50209,0.50081,0.50963,0.51095,0.60607,0.67477,632.79326,flowering,leafy_greens
2283,mache,25.5401,349.85329,9.05659,71.07168,19.17222,9.85988,3.02199,0.1921,4.99602,0.49794,0.49962,0.50162,0.50224,0.49847,0.49816,0.4994,0.48219,0.32718,0.52291,1.41319,600.17836,harvesting,leafy_greens
2284,mache,27.19163,344.81244,6.76343,68.20088,19.8009,10.07173,3.0071,0.192,4.97584,0.50115,0.49806,0.49973,0.49776,0.50081,0.50059,0.5015,0.51215,0.4867,0.50198,0.80178,573.09831,seeding,leafy_greens
2285,mache,26.64395,342.57568,5.55579,74.27317,21.26703,9.84808,3.01541,0.19236,4.9941,0.49913,0.50038,0.49969,0.50103,0.50037,0.50045,0.50089,0.48486,0.40877,0.10151,1.51185,503.06609,vegetative,leafy_greens
2286,mache,25.23112,358.59639,5.72231,65.26478,18.92962,10.34893,3.00031,0.20581,4.99876,0.50074,0.50108,0.50076,0.49902,0.50108,0.49779,0.5012,0.52312,0.50251,0.63075,0.37682,743.76147,flowering,leafy_greens
2287,mache,25.29266,348.10669,7.80821,75.47786,20.68198,10.09025,3.00897,0.20298,4.9706,0.49704,0.49896,0.49777,0.49599,0.50158,0.5,0.49887,0.51112,0.23651,0.95215,3.42863,442.25765,harvesting,leafy_greens
